Time,LandAverageTemperature
1813-07,14.521
1813-08,13.097
1813-09,12.339
1813-10,8.666
1813-11,6.825
1813-12,2.171
1814-01,1.5020000000000002
1814-02,1.689
1814-03,2.664
1814-04,7.193
1814-05,9.417
1814-06,12.818
1814-07,12.532
1814-08,12.668
1814-09,10.675999999999998
1814-10,7.374
1814-11,6.739
1814-12,5.8290000000000015
1815-01,2.051
1815-02,2.273
1815-03,3.663
1815-04,6.587999999999999
1815-05,9.845
1815-06,11.162
1815-07,14.394
1815-08,13.209
1815-09,11.151
1815-10,7.1370000000000005
1815-11,4.178
1815-12,1.2209999999999996
1816-01,2.737
1816-02,0.6759999999999997
1816-03,3.905
1816-04,7.606
1816-05,10.594
1816-06,11.79
1816-07,12.267
1816-08,12.57
1816-09,10.39
1816-10,5.699
1816-11,4.058
1816-12,0.9580000000000002
1817-01,1.54
1817-02,3.649
1817-03,4.569
1817-04,7.8889999999999985
1817-05,9.476
1817-06,11.287
1817-07,12.072
1817-08,13.403
1817-09,8.812000000000001
1817-10,6.202999999999999
1817-11,4.638
1817-12,0.1699999999999999
1818-01,1.2040000000000002
1818-02,0.7549999999999999
1818-03,5.565
1818-04,9.901
1818-05,11.247
1818-06,13.825
1818-07,13.51
1818-08,13.166
1818-09,10.578
1818-10,6.654
1818-11,5.035
1818-12,2.507
1819-01,1.0140000000000002
1819-02,2.286
1819-03,2.931
1819-04,7.029
1819-05,9.851
1819-06,12.526
1819-07,13.038
1819-08,12.557
1819-09,10.893999999999998
1819-10,9.312
1819-11,5.15
1819-12,1.842
1820-01,1.236
1820-02,2.145
1820-03,4.618
1820-04,8.7
1820-05,11.62
1820-06,13.323
1820-07,13.311
1820-08,11.978
1820-09,11.16
1820-10,7.587999999999999
1820-11,4.4430000000000005
1820-12,1.273
1821-01,2.999
1821-02,3.758
1821-03,5.462000000000001
1821-04,7.738999999999999
1821-05,11.3
1821-06,12.608
1821-07,13.039
1821-08,13.145
1821-09,10.178
1821-10,8.535
1821-11,5.601
1821-12,2.717
1822-01,2.759
1822-02,4.465
1822-03,7.787000000000001
1822-04,8.277999999999999
1822-05,10.486
1822-06,13.067
1822-07,14.212
1822-08,13.215
1822-09,10.695
1822-10,7.773999999999999
1822-11,4.501
1822-12,1.0210000000000004
1823-01,1.758
1823-02,1.966
1823-03,5.0680000000000005
1823-04,7.664999999999999
1823-05,10.563
1823-06,13.958
1823-07,14.197
1823-08,13.13
1823-09,10.198
1823-10,7.641999999999999
1823-11,4.508
1823-12,1.971
1824-01,2.651
1824-02,2.679
1824-03,5.357
1824-04,8.375
1824-05,11.132
1824-06,13.427
1824-07,14.83
1824-08,13.437
1824-09,11.528
1824-10,8.197000000000001
1824-11,5.877000000000001
1824-12,5.0760000000000005
1825-01,3.213
1825-02,3.092
1825-03,5.365
1825-04,8.988
1825-05,10.751
1825-06,13.765
1825-07,14.007
1825-08,13.269
1825-09,11.148
1825-10,7.978999999999999
1825-11,6.058
1825-12,3.037
1826-01,1.893
1826-02,1.533
1826-03,4.888
1826-04,8.402999999999999
1826-05,11.803999999999998
1826-06,13.02
1826-07,14.482
1826-08,13.109000000000002
1826-09,11.178
1826-10,8.459
1826-11,6.634
1826-12,4.876
1827-01,3.593
1827-02,4.415
1827-03,6.141
1827-04,9.428999999999998
1827-05,11.807
1827-06,13.548
1827-07,14.684
1827-08,13.694
1827-09,10.883
1827-10,8.51
1827-11,6.279
1827-12,2.722
1828-01,0.5950000000000002
1828-02,1.853
1828-03,5.729
1828-04,8.737
1828-05,11.281
1828-06,14.124
1828-07,14.384
1828-08,13.635
1828-09,10.079999999999998
1828-10,8.655999999999999
1828-11,5.957000000000001
1828-12,2.9530000000000003
1829-01,2.032
1829-02,1.715
1829-03,5.061
1829-04,7.814999999999999
1829-05,11.336
1829-06,12.86
1829-07,14.225
1829-08,13.399
1829-09,10.598
1829-10,8.806000000000001
1829-11,5.003
1829-12,2.452
1830-01,2.9570000000000003
1830-02,4.085
1830-03,4.4540000000000015
1830-04,8.841000000000001
1830-05,10.202
1830-06,12.827
1830-07,14.942
1830-08,13.386
1830-09,10.54
1830-10,7.9929999999999986
1830-11,7.492999999999999
1830-12,4.481
1831-01,2.182
1831-02,2.479
1831-03,4.558
1831-04,7.731
1831-05,10.994000000000002
1831-06,13.203
1831-07,13.58
1831-08,12.49
1831-09,9.946
1831-10,7.83
1831-11,4.412
1831-12,2.265
1832-01,1.717
1832-02,1.833
1832-03,4.65
1832-04,8.059
1832-05,10.489
1832-06,12.857
1832-07,13.727
1832-08,11.966
1832-09,10.425999999999998
1832-10,8.634
1832-11,4.2620000000000005
1832-12,0.7819999999999996
1833-01,2.006
1833-02,2.815
1833-03,4.521
1833-04,7.869
1833-05,10.581
1833-06,13.049
1833-07,13.803
1833-08,13.222
1833-09,11.236
1833-10,7.899999999999999
1833-11,6.596
1833-12,2.5580000000000003
1834-01,0.3340000000000001
1834-02,2.329
1834-03,5.736000000000001
1834-04,8.084999999999999
1834-05,11.234000000000002
1834-06,12.799
1834-07,14.197
1834-08,13.412
1834-09,11.571
1834-10,8.616999999999999
1834-11,6.355
1834-12,3.092
1835-01,2.551
1835-02,2.967
1835-03,4.507
1835-04,7.768999999999999
1835-05,10.171
1835-06,12.007
1835-07,13.129
1835-08,12.322
1835-09,9.942
1835-10,7.834999999999999
1835-11,4.312
1835-12,1.198
1836-01,1.67
1836-02,2.371
1836-03,5.448
1836-04,7.314999999999999
1836-05,10.279000000000002
1836-06,12.549
1836-07,13.646
1836-08,12.83
1836-09,10.812
1836-10,8.756
1836-11,3.814
1836-12,2.86
1837-01,1.94
1837-02,2.619
1837-03,3.865
1837-04,6.555999999999999
1837-05,9.973
1837-06,12.099
1837-07,13.526
1837-08,13.018
1837-09,10.805
1837-10,7.653
1837-11,4.1690000000000005
1837-12,2.285
1838-01,-0.5569999999999999
1838-02,1.5630000000000002
1838-03,3.723
1838-04,7.382999999999999
1838-05,9.985
1838-06,12.742
1838-07,14.367
1838-08,13.568
1838-09,11.106
1838-10,8.526
1838-11,5.16
1838-12,2.613
1839-01,2.156
1839-02,3.482
1839-03,2.673
1839-04,7.891999999999999
1839-05,10.289
1839-06,12.548
1839-07,14.411
1839-08,14.07
1839-09,10.853
1839-10,8.219
1839-11,3.92
1839-12,1.0739999999999998
1840-01,2.5610000000000004
1840-02,2.1020000000000003
1840-03,4.04
1840-04,7.943
1840-05,11.173
1840-06,13.411
1840-07,14.714
1840-08,13.086
1840-09,11.01
1840-10,7.505
1840-11,4.101
1840-12,1.909
1841-01,0.6490000000000002
1841-02,2.468
1841-03,3.307
1841-04,6.77
1841-05,10.764
1841-06,13.062
1841-07,14.552
1841-08,13.708
1841-09,10.921
1841-10,8.764999999999999
1841-11,4.744
1841-12,2.548
1842-01,1.636
1842-02,2.787
1842-03,5.75
1842-04,8.309999999999999
1842-05,10.535
1842-06,12.629
1842-07,13.584
1842-08,13.241
1842-09,10.94
1842-10,8.307
1842-11,4.824
1842-12,3.73
1843-01,2.974
1843-02,3.92
1843-03,4.744
1843-04,7.829999999999999
1843-05,10.04
1843-06,12.53
1843-07,13.991
1843-08,13.295
1843-09,11.326
1843-10,8.722000000000001
1843-11,4.947
1843-12,3.765
1844-01,1.868
1844-02,2.0380000000000003
1844-03,4.734
1844-04,7.3889999999999985
1844-05,10.109
1844-06,12.84
1844-07,13.921
1844-08,13.046
1844-09,10.819
1844-10,8.7
1844-11,4.401
1844-12,1.891
1845-01,2.661
1845-02,1.6269999999999998
1845-03,4.651
1845-04,8.158
1845-05,10.433
1845-06,12.863
1845-07,14.319
1845-08,13.556
1845-09,11.234000000000002
1845-10,7.781999999999999
1845-11,5.194
1845-12,1.7359999999999998
1846-01,3.213
1846-02,3.3760000000000003
1846-03,6.314
1846-04,7.472999999999999
1846-05,10.896
1846-06,13.53
1846-07,14.923
1846-08,14.121
1846-09,11.738
1846-10,8.229
1846-11,5.0440000000000005
1846-12,3.776
1847-01,2.753
1847-02,3.602
1847-03,4.046
1847-04,7.979999999999999
1847-05,10.622
1847-06,12.828
1847-07,14.25
1847-08,13.414
1847-09,11.619000000000002
1847-10,8.618
1847-11,5.574
1847-12,1.7259999999999998
1848-01,0.5100000000000002
1848-02,3.726
1848-03,4.806
1848-04,8.11
1848-05,10.579999999999998
1848-06,13.247
1848-07,14.466
1848-08,13.268
1848-09,10.997
1848-10,8.655
1848-11,5.29
1848-12,2.099
1849-01,1.941
1849-02,2.638
1849-03,5.3020000000000005
1849-04,7.028
1849-05,10.159
1849-06,13.0
1849-07,14.458
1849-08,13.603
1849-09,11.093
1849-10,8.889999999999997
1849-11,5.7780000000000005
1849-12,1.923
1850-01,0.7490000000000001
1850-02,3.071
1850-03,4.954
1850-04,7.217
1850-05,10.004
1850-06,13.15
1850-07,14.492
1850-08,14.039
1850-09,11.505
1850-10,8.091000000000001
1850-11,4.7330000000000005
1850-12,2.803
1851-01,2.431
1851-02,2.508
1851-03,4.192
1851-04,7.286999999999999
1851-05,11.113
1851-06,13.418
1851-07,14.531
1851-08,13.751
1851-09,11.677
1851-10,9.122
1851-11,4.973
1851-12,3.14
1852-01,2.3760000000000003
1852-02,2.54
1852-03,3.884
1852-04,7.486999999999999
1852-05,11.169
1852-06,13.164
1852-07,14.512
1852-08,13.304
1852-09,11.478
1852-10,8.91
1852-11,4.593
1852-12,3.785
1853-01,1.786
1853-02,2.228
1853-03,4.078
1853-04,7.540999999999999
1853-05,10.975
1853-06,13.41
1853-07,14.645
1853-08,13.953
1853-09,11.71
1853-10,8.535
1853-11,4.783
1853-12,2.858
1854-01,1.281
1854-02,1.941
1854-03,4.698
1854-04,7.622000000000001
1854-05,11.095
1854-06,12.829
1854-07,14.692
1854-08,13.889
1854-09,11.514
1854-10,9.763
1854-11,5.745
1854-12,3.457
1855-01,2.522
1855-02,2.982
1855-03,4.617
1855-04,8.58
1855-05,11.186
1855-06,12.984000000000002
1855-07,13.925999999999998
1855-08,13.547
1855-09,11.140999999999998
1855-10,8.443999999999999
1855-11,5.186
1855-12,2.214
1856-01,2.76
1856-02,2.226
1856-03,4.372
1856-04,7.750999999999999
1856-05,10.53
1856-06,13.496
1856-07,14.019
1856-08,13.021
1856-09,10.948
1856-10,8.087
1856-11,5.36
1856-12,3.381
1857-01,1.821
1857-02,2.481
1857-03,4.312
1857-04,6.826999999999999
1857-05,9.885
1857-06,12.611
1857-07,13.953
1857-08,13.203
1857-09,11.056
1857-10,8.198
1857-11,5.236000000000001
1857-12,3.515
1858-01,2.739
1858-02,2.2840000000000003
1858-03,4.834
1858-04,8.25
1858-05,10.851
1858-06,12.956
1858-07,13.677
1858-08,13.22
1858-09,11.148
1858-10,8.809999999999997
1858-11,5.99
1858-12,2.444
1859-01,2.015
1859-02,2.611
1859-03,5.023
1859-04,8.542
1859-05,11.456
1859-06,13.142
1859-07,13.827
1859-08,13.217
1859-09,11.079999999999998
1859-10,8.834
1859-11,5.912000000000001
1859-12,3.365
1860-01,2.077
1860-02,2.632
1860-03,3.494
1860-04,7.76
1860-05,11.062
1860-06,13.271999999999998
1860-07,14.203
1860-08,13.765
1860-09,11.892
1860-10,8.712
1860-11,5.027
1860-12,1.634
1861-01,0.4040000000000004
1861-02,2.137
1861-03,4.489
1861-04,7.486999999999999
1861-05,10.515999999999998
1861-06,13.017
1861-07,13.967
1861-08,13.656
1861-09,11.409
1861-10,8.475
1861-11,5.707000000000001
1861-12,2.894
1862-01,0.685
1862-02,1.769
1862-03,4.485
1862-04,7.322999999999999
1862-05,10.739
1862-06,12.86
1862-07,13.928
1862-08,13.188
1862-09,11.028
1862-10,8.283
1862-11,4.792
1862-12,1.6230000000000002
1863-01,3.0340000000000003
1863-02,3.253
1863-03,4.682
1863-04,7.930999999999999
1863-05,11.081
1863-06,12.794
1863-07,13.765
1863-08,13.294
1863-09,11.23
1863-10,8.235
1863-11,5.392
1863-12,2.651
1864-01,1.551
1864-02,2.506
1864-03,4.651
1864-04,7.515
1864-05,10.956
1864-06,13.365
1864-07,14.162
1864-08,13.434
1864-09,11.37
1864-10,8.795
1864-11,5.232
1864-12,2.266
1865-01,2.975
1865-02,2.152
1865-03,4.039
1865-04,7.313999999999999
1865-05,10.917
1865-06,13.214
1865-07,14.22
1865-08,13.58
1865-09,11.797
1865-10,9.136
1865-11,6.144
1865-12,2.6460000000000004
1866-01,2.932
1866-02,2.274
1866-03,4.421
1866-04,7.914
1866-05,10.898
1866-06,12.853
1866-07,14.602
1866-08,13.532
1866-09,11.527
1866-10,8.506
1866-11,5.8950000000000005
1866-12,4.152
1867-01,2.482
1867-02,2.664
1867-03,4.4540000000000015
1867-04,8.258
1867-05,10.495
1867-06,13.303
1867-07,14.223
1867-08,13.505999999999998
1867-09,11.763
1867-10,9.212
1867-11,6.939
1867-12,3.937
1868-01,1.834
1868-02,2.039
1868-03,4.538
1868-04,8.183
1868-05,11.308
1868-06,13.162
1868-07,14.514
1868-08,13.744000000000002
1868-09,11.669
1868-10,9.448
1868-11,5.192
1868-12,3.344
1869-01,2.115
1869-02,3.864
1869-03,4.3740000000000006
1869-04,7.9209999999999985
1869-05,11.295
1869-06,13.537
1869-07,14.337
1869-08,14.01
1869-09,12.247
1869-10,9.006
1869-11,5.773
1869-12,2.7060000000000004
1870-01,2.082
1870-02,2.1340000000000003
1870-03,4.656000000000001
1870-04,7.879
1870-05,11.339
1870-06,13.653
1870-07,14.599
1870-08,13.484000000000002
1870-09,11.952
1870-10,8.809999999999997
1870-11,5.6
1870-12,2.228
1871-01,1.4469999999999998
1871-02,1.736
1871-03,4.6850000000000005
1871-04,8.34
1871-05,10.787999999999998
1871-06,13.08
1871-07,14.29
1871-08,13.932
1871-09,11.711
1871-10,9.096
1871-11,5.113
1871-12,3.1630000000000003
1872-01,1.652
1872-02,2.35
1872-03,4.922
1872-04,7.845999999999999
1872-05,11.198
1872-06,13.055
1872-07,14.285
1872-08,13.821
1872-09,11.957999999999998
1872-10,9.24
1872-11,5.372000000000001
1872-12,2.627
1873-01,2.013
1873-02,3.195
1873-03,4.704
1873-04,7.462000000000001
1873-05,11.005999999999998
1873-06,13.405
1873-07,14.287
1873-08,13.755
1873-09,11.486999999999998
1873-10,9.234
1873-11,5.819
1873-12,3.846
1874-01,2.685
1874-02,3.069
1874-03,4.221
1874-04,8.231
1874-05,11.306
1874-06,13.306
1874-07,14.122
1874-08,13.815
1874-09,12.111
1874-10,9.12
1874-11,5.809
1874-12,3.407
1875-01,1.533
1875-02,2.259
1875-03,4.256
1875-04,7.635999999999999
1875-05,10.746
1875-06,13.157
1875-07,14.144
1875-08,13.401
1875-09,11.319
1875-10,8.584999999999999
1875-11,4.614
1875-12,2.665
1876-01,1.856
1876-02,2.617
1876-03,4.748
1876-04,8.199
1876-05,10.69
1876-06,13.130999999999998
1876-07,14.319
1876-08,13.481
1876-09,11.687
1876-10,8.946
1876-11,5.093
1876-12,2.194
1877-01,2.286
1877-02,2.928
1877-03,5.297000000000001
1877-04,8.039
1877-05,11.056
1877-06,13.384
1877-07,14.642
1877-08,14.151
1877-09,12.075
1877-10,9.273
1877-11,6.348
1877-12,2.9960000000000004
1878-01,2.0170000000000003
1878-02,3.728
1878-03,6.6080000000000005
1878-04,8.899
1878-05,11.017
1878-06,13.796
1878-07,14.742
1878-08,14.094
1878-09,12.093
1878-10,9.173
1878-11,6.446000000000001
1878-12,3.344
1879-01,2.303
1879-02,2.737
1879-03,4.924
1879-04,7.767999999999999
1879-05,10.803
1879-06,13.23
1879-07,14.238
1879-08,13.245
1879-09,11.449000000000002
1879-10,9.229
1879-11,5.526
1879-12,2.5380000000000003
1880-01,1.755
1880-02,2.052
1880-03,4.63
1880-04,7.558999999999998
1880-05,11.095999999999998
1880-06,13.327
1880-07,14.140999999999998
1880-08,13.807
1880-09,11.386
1880-10,8.673
1880-11,5.893
1880-12,3.1060000000000003
1881-01,2.4610000000000003
1881-02,2.6260000000000003
1881-03,5.01
1881-04,8.322999999999999
1881-05,11.165
1881-06,12.745
1881-07,14.203
1881-08,13.71
1881-09,11.689
1881-10,8.850999999999997
1881-11,5.272
1881-12,3.196
1882-01,2.99
1882-02,3.2310000000000003
1882-03,5.04
1882-04,7.690999999999999
1882-05,10.888
1882-06,12.805
1882-07,13.747
1882-08,13.703
1882-09,11.736
1882-10,8.445
1882-11,5.066
1882-12,2.205
1883-01,1.4600000000000002
1883-02,1.856
1883-03,4.928999999999999
1883-04,7.690999999999999
1883-05,10.832
1883-06,13.302
1883-07,14.011
1883-08,13.224
1883-09,11.343
1883-10,8.908999999999997
1883-11,4.905
1883-12,3.261
1884-01,2.12
1884-02,2.474
1884-03,3.892
1884-04,7.185999999999999
1884-05,10.198
1884-06,12.527
1884-07,13.622
1884-08,13.257
1884-09,11.235
1884-10,8.581
1884-11,5.164
1884-12,3.028
1885-01,1.003
1885-02,2.2430000000000003
1885-03,4.622
1885-04,7.3359999999999985
1885-05,10.567
1885-06,12.716
1885-07,13.972
1885-08,13.351
1885-09,11.435
1885-10,8.722000000000001
1885-11,5.425
1885-12,3.644
1886-01,1.436
1886-02,1.793
1886-03,4.2620000000000005
1886-04,7.909
1886-05,10.784
1886-06,12.789
1886-07,14.226
1886-08,13.323
1886-09,11.6
1886-10,8.604
1886-11,5.226
1886-12,3.502
1887-01,0.8240000000000001
1887-02,2.0540000000000003
1887-03,4.552
1887-04,7.789
1887-05,10.84
1887-06,12.89
1887-07,14.021
1887-08,13.097
1887-09,11.707
1887-10,8.738
1887-11,5.5920000000000005
1887-12,2.875
1888-01,1.7080000000000002
1888-02,2.039
1888-03,4.3
1888-04,7.845
1888-05,10.62
1888-06,12.921
1888-07,14.242
1888-08,13.511
1888-09,11.685
1888-10,9.201
1888-11,5.792000000000001
1888-12,3.222
1889-01,1.7619999999999998
1889-02,3.409
1889-03,5.299
1889-04,8.588999999999999
1889-05,11.242
1889-06,13.288
1889-07,14.225
1889-08,13.504
1889-09,11.547
1889-10,8.865
1889-11,4.9990000000000006
1889-12,3.099
1890-01,1.836
1890-02,2.516
1890-03,4.21
1890-04,7.738999999999999
1890-05,10.464
1890-06,12.872
1890-07,14.034
1890-08,13.265999999999998
1890-09,11.546
1890-10,9.178
1890-11,5.03
1890-12,2.969
1891-01,1.6780000000000002
1891-02,1.88
1891-03,4.755
1891-04,7.6179999999999986
1891-05,10.785
1891-06,12.888
1891-07,13.93
1891-08,13.496
1891-09,11.763
1891-10,8.722000000000001
1891-11,5.115
1891-12,3.602
1892-01,2.018
1892-02,2.805
1892-03,4.362
1892-04,7.5619999999999985
1892-05,10.622
1892-06,13.263
1892-07,13.89
1892-08,13.42
1892-09,11.764
1892-10,9.29
1892-11,4.859
1892-12,2.935
1893-01,0.5
1893-02,1.654
1893-03,4.979
1893-04,7.994
1893-05,10.747
1893-06,13.050999999999998
1893-07,14.318
1893-08,13.454
1893-09,11.767
1893-10,9.16
1893-11,5.902
1893-12,3.155
1894-01,1.6909999999999998
1894-02,2.923
1894-03,5.118
1894-04,7.6629999999999985
1894-05,10.944
1894-06,12.858
1894-07,14.004
1894-08,13.488
1894-09,11.579999999999998
1894-10,9.125
1894-11,5.405
1894-12,3.133
1895-01,1.2950000000000002
1895-02,2.0
1895-03,4.689
1895-04,8.247
1895-05,10.867
1895-06,13.058
1895-07,14.053
1895-08,13.489
1895-09,11.743
1895-10,9.117
1895-11,5.744
1895-12,3.462
1896-01,2.291
1896-02,2.707
1896-03,4.279
1896-04,7.329999999999999
1896-05,10.893
1896-06,13.303999999999998
1896-07,14.233
1896-08,13.624
1896-09,11.824000000000002
1896-10,9.416
1896-11,5.3660000000000005
1896-12,3.312
1897-01,1.893
1897-02,2.4290000000000003
1897-03,4.345
1897-04,8.277999999999999
1897-05,11.377
1897-06,13.319
1897-07,14.31
1897-08,13.668
1897-09,11.925
1897-10,9.197
1897-11,5.6080000000000005
1897-12,3.1710000000000003
1898-01,2.737
1898-02,2.354
1898-03,3.751
1898-04,7.906999999999999
1898-05,10.835
1898-06,13.395
1898-07,14.138
1898-08,13.579
1898-09,11.752999999999998
1898-10,8.828
1898-11,5.452000000000001
1898-12,3.407
1899-01,2.515
1899-02,2.38
1899-03,4.618
1899-04,8.280999999999999
1899-05,11.023
1899-06,12.856
1899-07,14.159
1899-08,13.777
1899-09,12.127999999999998
1899-10,9.409
1899-11,6.605
1899-12,3.005
1900-01,1.461
1900-02,3.0980000000000003
1900-03,5.492000000000001
1900-04,8.222999999999999
1900-05,11.385
1900-06,13.293
1900-07,14.171
1900-08,13.816
1900-09,11.955
1900-10,9.666
1900-11,5.803999999999999
1900-12,3.655
1901-01,2.1910000000000003
1901-02,3.092
1901-03,5.671
1901-04,8.522
1901-05,11.178
1901-06,13.423
1901-07,14.339
1901-08,13.789
1901-09,11.984000000000002
1901-10,9.003
1901-11,5.976
1901-12,3.335
1902-01,2.684
1902-02,3.606
1902-03,4.883
1902-04,7.955999999999999
1902-05,10.893
1902-06,13.214
1902-07,14.231
1902-08,13.599
1902-09,11.799
1902-10,8.801
1902-11,5.274
1902-12,2.713
1903-01,2.514
1903-02,3.555
1903-03,4.93
1903-04,7.831999999999999
1903-05,10.794
1903-06,12.886
1903-07,13.992
1903-08,13.412
1903-09,11.501
1903-10,8.812000000000001
1903-11,5.516
1903-12,2.898
1904-01,1.6369999999999998
1904-02,2.297
1904-03,4.506
1904-04,7.683999999999998
1904-05,10.84
1904-06,13.014
1904-07,13.836
1904-08,13.459
1904-09,11.380999999999998
1904-10,8.833
1904-11,6.23
1904-12,3.374
1905-01,2.254
1905-02,1.927
1905-03,4.635
1905-04,7.754999999999999
1905-05,10.982
1905-06,13.112
1905-07,14.077
1905-08,13.578
1905-09,11.803999999999998
1905-10,9.041
1905-11,6.183
1905-12,3.354
1906-01,2.068
1906-02,2.301
1906-03,4.8660000000000005
1906-04,8.626
1906-05,11.239999999999998
1906-06,13.334
1906-07,14.122
1906-08,13.691
1906-09,11.771999999999998
1906-10,9.267
1906-11,5.501
1906-12,3.761
1907-01,1.798
1907-02,2.117
1907-03,4.575
1907-04,7.579
1907-05,10.375
1907-06,12.729
1907-07,13.769
1907-08,13.362
1907-09,11.665
1907-10,9.234
1907-11,5.207000000000001
1907-12,2.9560000000000004
1908-01,2.3040000000000003
1908-02,2.769
1908-03,4.136
1908-04,7.831999999999999
1908-05,11.140999999999998
1908-06,13.293
1908-07,14.197
1908-08,13.376
1908-09,11.977
1908-10,8.865
1908-11,5.272
1908-12,3.071
1909-01,1.395
1909-02,2.7060000000000004
1909-03,4.589
1909-04,7.534
1909-05,10.611
1909-06,12.962
1909-07,14.06
1909-08,13.752
1909-09,11.879
1909-10,9.192
1909-11,6.236000000000001
1909-12,3.2230000000000003
1910-01,2.333
1910-02,2.779
1910-03,4.606
1910-04,8.104999999999999
1910-05,11.005
1910-06,13.151
1910-07,14.279000000000002
1910-08,13.677
1910-09,11.733
1910-10,9.006
1910-11,5.318
1910-12,2.684
1911-01,1.66
1911-02,2.4530000000000003
1911-03,4.347
1911-04,7.989999999999998
1911-05,10.829
1911-06,13.009
1911-07,14.082
1911-08,13.499
1911-09,11.638
1911-10,9.263
1911-11,5.964
1911-12,3.39
1912-01,2.402
1912-02,3.354
1912-03,4.356
1912-04,8.229
1912-05,11.254
1912-06,13.435
1912-07,13.723
1912-08,13.053
1912-09,11.222
1912-10,8.366999999999999
1912-11,5.521
1912-12,3.069
1913-01,2.083
1913-02,2.376
1913-03,4.517
1913-04,8.023
1913-05,10.745
1913-06,13.005
1913-07,14.137
1913-08,13.724
1913-09,11.759
1913-10,9.077
1913-11,6.024
1913-12,4.103
1914-01,3.3760000000000003
1914-02,3.2
1914-03,4.942
1914-04,8.097999999999999
1914-05,11.284999999999998
1914-06,13.496
1914-07,14.298
1914-08,13.73
1914-09,11.915
1914-10,9.387
1914-11,5.759
1914-12,3.6
1915-01,2.299
1915-02,3.265
1915-03,5.143
1915-04,8.705
1915-05,11.493
1915-06,13.3
1915-07,14.443
1915-08,13.77
1915-09,11.867
1915-10,8.984
1915-11,6.216
1915-12,3.633
1916-01,2.616
1916-02,2.957
1916-03,4.846
1916-04,8.046999999999999
1916-05,10.972
1916-06,12.942
1916-07,14.052
1916-08,13.58
1916-09,11.726
1916-10,9.053
1916-11,5.596
1916-12,2.316
1917-01,2.133
1917-02,2.36
1917-03,4.488
1917-04,7.854999999999999
1917-05,10.443
1917-06,12.915
1917-07,14.259
1917-08,13.470999999999998
1917-09,11.745
1917-10,8.544
1917-11,5.82
1917-12,2.247
1918-01,1.934
1918-02,2.455
1918-03,4.811
1918-04,7.643999999999999
1918-05,10.54
1918-06,12.908
1918-07,14.002
1918-08,13.431
1918-09,11.880999999999998
1918-10,9.433
