Time,LandAverageTemperature
1990-12,4.425
1991-01,3.1950000000000003
1991-02,4.0440000000000005
1991-03,5.574
1991-04,9.226
1991-05,11.616
1991-06,14.263
1991-07,14.987
1991-08,14.319
1991-09,12.677
1991-10,9.753
1991-11,6.44
1991-12,4.059
1992-01,3.579
1992-02,3.931
1992-03,5.952000000000001
1992-04,8.572000000000001
1992-05,11.534999999999998
1992-06,13.576
1992-07,14.139
1992-08,13.765999999999998
1992-09,11.672
1992-10,9.353
1992-11,5.888999999999999
1992-12,4.075
1993-01,3.301
1993-02,3.745
1993-03,5.922999999999999
1993-04,8.69
1993-05,11.475
1993-06,13.518
1993-07,14.595
1993-08,13.835
1993-09,11.93
1993-10,9.614
1993-11,5.738
1993-12,4.035
1994-01,3.024
1994-02,2.81
1994-03,5.731
1994-04,9.018
1994-05,11.684
1994-06,14.144
1994-07,14.658
1994-08,13.977
1994-09,12.515999999999998
1994-10,10.002
1994-11,6.787999999999999
1994-12,4.113
1995-01,3.54
1995-02,4.656000000000001
1995-03,5.956
1995-04,8.972000000000001
1995-05,11.57
1995-06,14.164
1995-07,15.116
1995-08,14.636
1995-09,12.565
1995-10,10.106
1995-11,6.761
1995-12,4.123
1996-01,2.862
1996-02,4.0120000000000005
1996-03,5.524
1996-04,8.679
1996-05,11.588
1996-06,13.681
1996-07,14.827
1996-08,14.603
1996-09,12.294
1996-10,9.525
1996-11,6.5470000000000015
1996-12,4.325
1997-01,3.165
1997-02,3.766
1997-03,6.0120000000000005
1997-04,8.891
1997-05,11.593
1997-06,14.130999999999998
1997-07,14.565
1997-08,14.255999999999998
1997-09,12.685
1997-10,10.109
1997-11,6.841
1997-12,4.417
1998-01,3.3520000000000003
1998-02,4.8260000000000005
1998-03,6.023
1998-04,9.358
1998-05,12.291
1998-06,14.521
1998-07,15.34
1998-08,14.874
1998-09,12.672999999999998
1998-10,9.941
1998-11,6.404
1998-12,4.6690000000000005
1999-01,3.544
1999-02,4.694
1999-03,5.53
1999-04,8.838
1999-05,11.706
1999-06,14.031
1999-07,14.853
1999-08,14.348
1999-09,12.723
1999-10,9.997
1999-11,6.5920000000000005
1999-12,4.565
2000-01,2.95
2000-02,4.184
2000-03,6.218999999999999
2000-04,9.552
2000-05,11.874
2000-06,14.06
2000-07,14.848
2000-08,14.519
2000-09,12.547
2000-10,9.486
2000-11,6.312
2000-12,3.863
2001-01,3.3360000000000003
2001-02,3.72
2001-03,6.207999999999999
2001-04,9.245
2001-05,12.271
2001-06,14.11
2001-07,15.161
2001-08,14.427
2001-09,12.736
2001-10,9.935
2001-11,7.319
2001-12,4.507
2002-01,4.026
2002-02,4.704
2002-03,6.772
2002-04,9.229
2002-05,12.248
2002-06,14.084
2002-07,15.354
2002-08,14.56
2002-09,12.95
2002-10,9.988
2002-11,6.892
2002-12,4.038
2003-01,3.981
2003-02,4.085
2003-03,6.047999999999999
2003-04,9.154
2003-05,12.153
2003-06,14.017
2003-07,14.983
2003-08,14.691
2003-09,12.911
2003-10,10.424
2003-11,6.727
2003-12,5.132999999999999
2004-01,3.5250000000000004
2004-02,4.4990000000000006
2004-03,6.321000000000001
2004-04,9.249
2004-05,11.571
2004-06,13.889
2004-07,14.312
2004-08,14.188
2004-09,12.642
2004-10,10.127
2004-11,7.315
2004-12,4.257
2005-01,3.808
2005-02,3.92
2005-03,6.5440000000000005
2005-04,9.618
2005-05,12.226
2005-06,14.476
2005-07,15.19
2005-08,14.51
2005-09,13.217
2005-10,10.601
2005-11,7.422999999999999
2005-12,4.878
2006-01,3.286
2006-02,4.43
2006-03,6.3290000000000015
2006-04,9.055
2006-05,11.786
2006-06,14.443
2006-07,15.042
2006-08,14.913
2006-09,12.875
2006-10,10.289
2006-11,6.955
2006-12,4.987
2007-01,4.5790000000000015
2007-02,4.221
2007-03,6.485
2007-04,9.823
2007-05,12.518
2007-06,14.309
2007-07,15.23
2007-08,14.752
2007-09,12.93
2007-10,10.332
2007-11,7.0840000000000005
2007-12,4.523
2008-01,2.8440000000000003
2008-02,3.576
2008-03,6.906000000000001
2008-04,9.295
2008-05,12.053999999999998
2008-06,14.145
2008-07,15.174
2008-08,14.377
2008-09,12.802
2008-10,10.399
2008-11,7.224
2008-12,4.385
2009-01,3.687
2009-02,4.093999999999999
2009-03,6.086
2009-04,9.367
2009-05,12.111999999999998
2009-06,14.201
2009-07,15.231
2009-08,14.655
2009-09,13.153
2009-10,10.136
2009-11,7.031000000000001
2009-12,4.31
2010-01,3.737
2010-02,4.399
2010-03,6.738
2010-04,9.671
2010-05,12.406
2010-06,14.421
2010-07,15.213
2010-08,14.768
2010-09,12.863
2010-10,10.442
2010-11,7.487
2010-12,4.292
2011-01,3.282
2011-02,3.743
2011-03,6.101
2011-04,9.483
2011-05,11.986
2011-06,14.37
2011-07,15.482
2011-08,15.012
2011-09,12.912
2011-10,10.352
2011-11,6.814
2011-12,4.654999999999999
2012-01,3.157
2012-02,3.628
2012-03,6.023
2012-04,9.675999999999998
2012-05,12.59
2012-06,14.492
2012-07,15.076
2012-08,14.72
2012-09,13.04
2012-10,10.428
2012-11,7.1560000000000015
2012-12,4.102
2013-01,3.685
2013-02,4.222
2013-03,6.261
2013-04,9.044
2013-05,12.195
2013-06,14.568
2013-07,15.003
2013-08,14.742
2013-09,13.154000000000002
2013-10,10.255999999999998
2013-11,7.423999999999999
2013-12,4.724
2014-01,3.732
2014-02,3.5
2014-03,6.377999999999999
2014-04,9.589
2014-05,12.582
2014-06,14.335
2014-07,14.873
2014-08,14.875
2014-09,13.091
2014-10,10.33
2014-11,6.712999999999999
2014-12,4.85
2015-01,3.881
2015-02,4.664
2015-03,6.74
2015-04,9.313
2015-05,12.312
2015-06,14.505
2015-07,15.050999999999998
2015-08,14.755
2015-09,12.999
2015-10,10.800999999999998
2015-11,7.433
2015-12,5.518
